name,year_of_birth,year_of_death,place_of_birth,gender,other_names,ddd,ddd,last_name,first_name,,
Gaveaux,1761,1825,France,Male,Gaveaux,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gaveaux', 1761, 1825, 'France', 'Male', 'Gaveaux')",#VALUE!,Gaveaux,,,"Gaveaux, "
Gaxie,1977,,France,Male,Gaxie,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gaxie', 1977, 'France', 'Male', 'Gaxie')",#VALUE!,Gaxie,,,"Gaxie, "
Gaztambide,1822,1870,Spain,Male,Gaztambide,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gaztambide', 1822, 1870, 'Spain', 'Male', 'Gaztambide')",#VALUE!,Gaztambide,,,"Gaztambide, "
Gazzaniga,1743,1818,Italy,Male,Gazzaniga Giuseppe,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gazzaniga', 1743, 1818, 'Italy', 'Male', 'Gazzaniga Giuseppe')",#VALUE!,Gazzaniga,Giuseppe,,"Gazzaniga, Giuseppe"
Gefors,1952,,Sweden,Male,Gefors,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gefors', 1952, 'Sweden', 'Male', 'Gefors')",#VALUE!,Gefors,,,"Gefors, "
Genee,1823,1895,Germany,Male,Genee,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Genee', 1823, 1895, 'Germany', 'Male', 'Genee')",#VALUE!,Genee,,,"Genee, "
Gershwin,1898,1937,United States of America,Male,Gershwin,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gershwin', 1898, 1937, 'United States of America', 'Male', 'Gershwin')",#VALUE!,Gershwin,,,"Gershwin, "
Gervais,1980,,Canada,Male,Gervais Charles-Hubert,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gervais', 1980, 'Canada', 'Male', 'Gervais Charles-Hubert')",#VALUE!,Gervais,Charles-Hubert,,"Gervais, Charles-Hubert"
Gervasoni,1962,,Italy,Male,Gervasoni,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gervasoni', 1962, 'Italy', 'Male', 'Gervasoni')",#VALUE!,Gervasoni,,,"Gervasoni, "
Gesseney-Rappo,1953,,Switzerland,Male,Gesseney-Rappo,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gesseney-Rappo', 1953, 'Switzerland', 'Male', 'Gesseney-Rappo')",#VALUE!,Gesseney-Rappo,,,"Gesseney-Rappo, "
Getty,1934,,United States of America,Male,Getty Gordon,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Getty', 1934, 'United States of America', 'Male', 'Getty Gordon')",#VALUE!,Getty,Gordon,,"Getty, Gordon"
Gill,1942,,Australia,Male,Gill,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gill', 1942, 'Australia', 'Male', 'Gill')",#VALUE!,Gill,,,"Gill, "
Gimenez,1854,1923,Spain,Male,Gimenez,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gimenez', 1854, 1923, 'Spain', 'Male', 'Gimenez')",#VALUE!,Gimenez,,,"Gimenez, "
Ginastera Alberto,1916,1983,Argentina,Male,Ginastera Alberto Alberto ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Ginastera Alberto', 1916, 1983, 'Argentina', 'Male', 'Ginastera Alberto Alberto ')",#VALUE!,Ginastera,Alberto,Alberto,"Ginastera, Alberto Alberto"
Giner,1832,1911,Spain,Male,Giner,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Giner', 1832, 1911, 'Spain', 'Male', 'Giner')",#VALUE!,Giner,,,"Giner, "
Ginoux,1978,,France,Male,Ginoux,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Ginoux', 1978, 'France', 'Male', 'Ginoux')",#VALUE!,Ginoux,,,"Ginoux, "
Giordano,1876,1948,Italy,Male,Giordano Umberto,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Giordano', 1876, 1948, 'Italy', 'Male', 'Giordano Umberto')",#VALUE!,Giordano,Umberto,,"Giordano, Umberto"
Glanert,1960,,Germany,Male,Glanert,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Glanert', 1960, 'Germany', 'Male', 'Glanert')",#VALUE!,Glanert,,,"Glanert, "
Glass,1937,,United States of America,Male,Glass Philip,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Glass', 1937, 'United States of America', 'Male', 'Glass Philip')",#VALUE!,Glass,Philip,,"Glass, Philip"
Glinka,1804,1857,Russian Federation,Male,Glinka Mikhail ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Glinka', 1804, 1857, 'Russian Federation', 'Male', 'Glinka Mikhail ')",#VALUE!,Glinka,Mikhail,,"Glinka, Mikhail"
Glory Caroline,,,France,Female,Glory Caroline,"insert into composers (name, place_of_birth, gender, other_names) values ('Glory Caroline', 'France', 'Female', 'Glory Caroline')",#VALUE!,Glory,Caroline,,"Glory, Caroline"
Glover John,,,United States of America,Male,Glover John John William,"insert into composers (name, place_of_birth, gender, other_names) values ('Glover John', 'United States of America', 'Male', 'Glover John John William')",#VALUE!,Glover,John William,,"Glover, John William"
Gluck,1714,1787,Germany,Male,Gluck Christoph Willibald,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gluck', 1714, 1787, 'Germany', 'Male', 'Gluck Christoph Willibald')",#VALUE!,Gluck,Christoph,Willibald,"Gluck, Christoph Willibald"
Gnecchi,1876,1954,Italy,Male,Gnecchi Vittorio,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gnecchi', 1876, 1954, 'Italy', 'Male', 'Gnecchi Vittorio')",#VALUE!,Gnecchi,Vittorio,,"Gnecchi, Vittorio"
Godard,1849,1895,France,Male,Godard Benjamin ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Godard', 1849, 1895, 'France', 'Male', 'Godard Benjamin ')",#VALUE!,Godard,Benjamin,,"Godard, Benjamin"
Goebbels,1952,,Germany,Male,Goebbels,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Goebbels', 1952, 'Germany', 'Male', 'Goebbels')",#VALUE!,Goebbels,,,"Goebbels, "
Goldmann,1941,2009,Germany,Male,Goldmann Friedrich,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Goldmann', 1941, 2009, 'Germany', 'Male', 'Goldmann Friedrich')",#VALUE!,Goldmann,Friedrich,,"Goldmann, Friedrich"
Goldmark,1830,1915,Hungary,Male,Goldmark Karl ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Goldmark', 1830, 1915, 'Hungary', 'Male', 'Goldmark Karl ')",#VALUE!,Goldmark,Karl,,"Goldmark, Karl"
Goldschmidt,1903,1996,Germany,Male,Goldschmidt Adalbert von,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Goldschmidt', 1903, 1996, 'Germany', 'Male', 'Goldschmidt Adalbert von')",#VALUE!,Goldschmidt,Adalbert,von,"Goldschmidt, Adalbert von"
Golijov,1960,,Argentina,Male,Golijov,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Golijov', 1960, 'Argentina', 'Male', 'Golijov')",#VALUE!,Golijov,,,"Golijov, "
Golob,1948,,Slovenia,Male,Golob,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Golob', 1948, 'Slovenia', 'Male', 'Golob')",#VALUE!,Golob,,,"Golob, "
Gomes,1836,1896,Brazil,Male,Gomes ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gomes', 1836, 1896, 'Brazil', 'Male', 'Gomes ')",#VALUE!,Gomes,,,"Gomes, "
Gorb,1958,,United Kingdom,Male,Gorb,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gorb', 1958, 'United Kingdom', 'Male', 'Gorb')",#VALUE!,Gorb,,,"Gorb, "
GordonM,1956,,United States of America,Male,GordonM,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('GordonM', 1956, 'United States of America', 'Male', 'GordonM')",#VALUE!,GordonM,,,"GordonM, "
GordonR,1956,,United States of America,Male,GordonR,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('GordonR', 1956, 'United States of America', 'Male', 'GordonR')",#VALUE!,GordonR,,,"GordonR, "
Gossec,1734,1829,France,Male,Gossec Fran√ßois-Joseph,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gossec', 1734, 1829, 'France', 'Male', 'Gossec Fran√ßois-Joseph')",#VALUE!,Gossec,Fran√ßois-Joseph,,"Gossec, Fran√ßois-Joseph"
Gotovac,1895,1982,Croatia,Male,Gotovac Jakov,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gotovac', 1895, 1982, 'Croatia', 'Male', 'Gotovac Jakov')",#VALUE!,Gotovac,Jakov,,"Gotovac, Jakov"
Gough,1953,,United Kingdom,Male,Gough,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gough', 1953, 'United Kingdom', 'Male', 'Gough')",#VALUE!,Gough,,,"Gough, "
Gounod,1818,1893,France,Male,Gounod Charles ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gounod', 1818, 1893, 'France', 'Male', 'Gounod Charles ')",#VALUE!,Gounod,Charles,,"Gounod, Charles"
Granados,1867,1916,Spain,Male,Granados,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Granados', 1867, 1916, 'Spain', 'Male', 'Granados')",#VALUE!,Granados,,,"Granados, "
Grandage,1970,,Australia,Male,Grandage,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Grandage', 1970, 'Australia', 'Male', 'Grandage')",#VALUE!,Grandage,,,"Grandage, "
Grechaninov,1864,1956,Russian Federation,Male,Grechaninov,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Grechaninov', 1864, 1956, 'Russian Federation', 'Male', 'Grechaninov')",#VALUE!,Grechaninov,,,"Grechaninov, "
Gregoretti,1961,,Italy,Male,Gregoretti,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gregoretti', 1961, 'Italy', 'Male', 'Gregoretti')",#VALUE!,Gregoretti,,,"Gregoretti, "
Gretry,1741,1813,France,Male,Gretry,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gretry', 1741, 1813, 'France', 'Male', 'Gretry')",#VALUE!,Gretry,,,"Gretry, "
Grieg,1843,1907,Norway,Male,Grieg Edvard ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Grieg', 1843, 1907, 'Norway', 'Male', 'Grieg Edvard ')",#VALUE!,Grieg,Edvard,,"Grieg, Edvard"
Grimaldi,1980,,Italy,Male,Grimaldi,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Grimaldi', 1980, 'Italy', 'Male', 'Grimaldi')",#VALUE!,Grimaldi,,,"Grimaldi, "
Groth Federico Ibarra,1946,,Mexico,Male,Groth Federico Ibarra,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Groth Federico Ibarra', 1946, 'Mexico', 'Male', 'Groth Federico Ibarra')",#VALUE!,Groth,Federico,Ibarra,"Groth, Federico Ibarra"
Gruber,1943,,Austria,Male,Gruber H,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gruber', 1943, 'Austria', 'Male', 'Gruber H')",#VALUE!,Gruber,Heinz Karl,,"Gruber, Heinz Karl"
Grutter,1983,,Germany,Male,Grutter,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Grutter', 1983, 'Germany', 'Male', 'Grutter')",#VALUE!,Grutter,,,"Grutter, "
Gryllus,1976,,Hungary,Male,Gryllus,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gryllus', 1976, 'Hungary', 'Male', 'Gryllus')",#VALUE!,Gryllus,,,"Gryllus, "
GuarnieriA,1947,,Italy,Male,GuarnieriA,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('GuarnieriA', 1947, 'Italy', 'Male', 'GuarnieriA')",#VALUE!,GuarnieriA,,,"GuarnieriA, "
GuarnieriC,1907,1993,Brazil,Male,GuarnieriC,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('GuarnieriC', 1907, 1993, 'Brazil', 'Male', 'GuarnieriC')",#VALUE!,GuarnieriC,,,"GuarnieriC, "
Gudmundsen-Holmgreen,1932,,Denmark,Male,Gudmundsen-Holmgreen,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gudmundsen-Holmgreen', 1932, 'Denmark', 'Male', 'Gudmundsen-Holmgreen')",#VALUE!,Gudmundsen-Holmgreen,,,"Gudmundsen-Holmgreen, "
Gudmundsson,1977,,Iceland,Male,Gudmundsson,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Gudmundsson', 1977, 'Iceland', 'Male', 'Gudmundsson')",#VALUE!,Gudmundsson,,,"Gudmundsson, "
Guerrero,1895,1951,Spain,Male,Guerrero,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Guerrero', 1895, 1951, 'Spain', 'Male', 'Guerrero')",#VALUE!,Guerrero,,,"Guerrero, "
Guinovart,1962,,Spain,Male,Guinovart,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Guinovart', 1962, 'Spain', 'Male', 'Guinovart')",#VALUE!,Guinovart,,,"Guinovart, "
Gulak-Artemovsky,1813,1873,Ukraine,Male,Gulak-Artemovsky Semyon Stepanovich,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gulak-Artemovsky', 1813, 1873, 'Ukraine', 'Male', 'Gulak-Artemovsky Semyon Stepanovich')",#VALUE!,Gulak-Artemovsky,Semyon,Stepanovich,"Gulak-Artemovsky, Semyon Stepanovich"
Guo,1956,,China,Male,Guo,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Guo', 1956, 'China', 'Male', 'Guo')",#VALUE!,Guo,,,"Guo, "
Guridi,1886,1961,Spain,Male,Guridi,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Guridi', 1886, 1961, 'Spain', 'Male', 'Guridi')",#VALUE!,Guridi,,,"Guridi, "
Gurlitt,1890,1972,Germany,Male,Gurlitt Cornelius,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Gurlitt', 1890, 1972, 'Germany', 'Male', 'Gurlitt Cornelius')",#VALUE!,Gurlitt,Cornelius,,"Gurlitt, Cornelius"
HaasGeorg,1953,,Austria,Male,HaasGeorg,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('HaasGeorg', 1953, 'Austria', 'Male', 'HaasGeorg')",#VALUE!,HaasGeorg,,,"HaasGeorg, "
Haba,1893,1973,Czech Republic,Male,Haba,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Haba', 1893, 1973, 'Czech Republic', 'Male', 'Haba')",#VALUE!,Haba,,,"Haba, "
Hadjiapostolou,1879,1941,Greece,Male,Hadjiapostolou,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Hadjiapostolou', 1879, 1941, 'Greece', 'Male', 'Hadjiapostolou')",#VALUE!,Hadjiapostolou,,,"Hadjiapostolou, "
Hadjiev,1912,1992,Bulgaria,Male,Hadjiev Parashkev,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Hadjiev', 1912, 1992, 'Bulgaria', 'Male', 'Hadjiev Parashkev')",#VALUE!,Parashkev,Hadjiev,,"Parashkev, Hadjiev"
Hagen,1961,,United States of America,Male,Hagen Daron Aric,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Hagen', 1961, 'United States of America', 'Male', 'Hagen Daron Aric')",#VALUE!,Hagen,Daron,Aric,"Hagen, Daron Aric"
Hahn,1874,1947,France,Male,Hahn Reynaldo,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Hahn', 1874, 1947, 'France', 'Male', 'Hahn Reynaldo')",#VALUE!,Hahn,Reynaldo,,"Hahn, Reynaldo"
HajibeyovU,1885,1948,Azerbaijan,Male,HajibeyovU,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('HajibeyovU', 1885, 1948, 'Azerbaijan', 'Male', 'HajibeyovU')",#VALUE!,HajibeyovU,,,"HajibeyovU, "
HajibeyovZ,1884,1950,Azerbaijan,Male,HajibeyovZ,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('HajibeyovZ', 1884, 1950, 'Azerbaijan', 'Male', 'HajibeyovZ')",#VALUE!,HajibeyovZ,,,"HajibeyovZ, "
Hakola,1958,,Finland,Male,Hakola,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Hakola', 1958, 'Finland', 'Male', 'Hakola')",#VALUE!,Hakola,,,"Hakola, "
Halevy,1799,1862,France,Male,Halevy,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Halevy', 1799, 1862, 'France', 'Male', 'Halevy')",#VALUE!,Halevy,,,"Halevy, "
Halffter Cristóbal,1930,,Spain,Male,Halffter Cristóbal,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Halffter Cristóbal', 1930, 'Spain', 'Male', 'Halffter Cristóbal')",#VALUE!,Halffter,Cristóbal,,"Halffter, Cristóbal"
Hall,1978,,United Kingdom,Female,Hall,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Hall', 1978, 'United Kingdom', 'Female', 'Hall')",#VALUE!,Hall,,,"Hall, "
Halstensen,1967,,Norway,Male,Halstensen,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Halstensen', 1967, 'Norway', 'Male', 'Halstensen')",#VALUE!,Halstensen,,,"Halstensen, "
Handel,1685,1759,United Kingdom,Male,Handel,"insert into composers (name, year_of_birth, year_of_death, place_of_birth, gender, other_names) values ('Handel', 1685, 1759, 'United Kingdom', 'Male', 'Handel')",#VALUE!,Handel,,,"Handel, "
Hanke,1984,,Germany,Male,Hanke,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Hanke', 1984, 'Germany', 'Male', 'Hanke')",#VALUE!,Hanke,,,"Hanke, "
Hanzlik,1972,,Czech Republic,Male,Hanzlik,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Hanzlik', 1972, 'Czech Republic', 'Male', 'Hanzlik')",#VALUE!,Hanzlik,,,"Hanzlik, "
Harbison,1938,,United States of America,Male,Harbison John ,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Harbison', 1938, 'United States of America', 'Male', 'Harbison John ')",#VALUE!,Harbison,John,,"Harbison, John"
Harneit,1963,,Germany,Male,Harneit,"insert into composers (name, year_of_birth, place_of_birth, gender, other_names) values ('Harneit', 1963, 'Germany', 'Male', 'Harneit')",#VALUE!,Harneit,,,"Harneit, "
